project_name,url,ticker_exchange,share_price,shares_out,cash_payments
Springdale Project,https://app.mininghub.com/article/77987,ASX:IG6,$0.048,166.16m,
Stavely Project,https://app.mininghub.com/article/56121,ASX:SVY,$0.012,381.94m,"{'cash_payment': '$50,000', 'keyword_locations': '- Found \'cash\' on page 1, bottom: ""Cash: $3.9M (at 31 March 2023)""\n  - Context:\n    - A few sentences before: ""Market capitalisation: $47M""\n    - A few sentences after: ""ABN 33 119 826 907""\n- Found \'cash\' on page 7, top-middle: ""(a) $50,000 cash, paid as a Deposit;""\n  - Context:\n    - A few sentences before: ""The total consideration payable by Stavely Minerals to Chalice Mining for the Transaction is:""\n    - A few sentences after: ""(b) $950,000 worth of fully paid ordinary shares in the capital of SVY (SVY Shares), at a deemed issue price equal to the five-day volume weighted average price of SVY\'s shares as traded on the Australian Securities Exchange (5-day VWAP) up to and including the day prior to the execution of the Definitive Agreement;""\n- Found \'cash\' on page 7, bottom: ""A$1.75 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of Stavely releasing to the ASX a Mining Scoping Study or Feasibility Study in relation to the Project;""\n  - Context:\n    - A few sentences before: ""6 Contingent deferred consideration from June 2019 when Chalice Mining acquired North West Nickel Pty Ltd, whereby, subject to the following milestones being achieved at the Ruins Project, Stavely will pay to the 2019 vendors of NWN:""\n    - A few sentences after: ""A$4.5 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of commencement of commercial production and cumulative gross sales exceeding A$300 million from the Project.""\n- Found \'cash\' on page 7, bottom: ""A$4.5 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of commencement of commercial production and cumulative gross sales exceeding A$300 million from the Project.""\n  - Context:\n    - A few sentences before: ""A$1.75 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of Stavely releasing to the ASX a Mining Scoping Study or Feasibility Study in relation to the Project;""\n    - A few sentences after: ""Any future issuance of Stavely shares to the 2019 vendors of NWN remains subject to shareholder approval, as required, and will be priced according to the 20-day Volume Weighted Average Price (VWAP) at point of milestone completion.""\n- Found \'payment\' on page 7, top-middle: ""(a) $50,000 cash, paid as a Deposit;""\n  - Context:\n    - A few sentences before: ""The total consideration payable by Stavely Minerals to Chalice Mining for the Transaction is:""\n    - A few sentences after: ""(b) $950,000 worth of fully paid ordinary shares in the capital of SVY (SVY Shares), at a deemed issue price equal to the five-day volume weighted average price of SVY\'s shares as traded on the Australian Securities Exchange (5-day VWAP) up to and including the day prior to the execution of the Definitive Agreement;""\n- Found \'payment\' on page 7, top-middle: ""(d) $50,000 of performance rights which convert to ordinary shares, subject to the satisfaction of the milestone of NWN receiving approval of the five-year extension of the term of E04/2325, on or before 31 January 2024.""\n  - Context:\n    - A few sentences before: ""(c) $350,000 of performance rights which convert to ordinary shares, subject to the satisfaction of the milestone of NWN receiving approval of the five-year extension of the term of E04/2299 on or before 31 January 2024; and""\n    - A few sentences after: ""The Non-binding Term Sheet includes the following key terms:""\n- Found \'payment\' on page 7, bottom: ""A$1.75 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of Stavely releasing to the ASX a Mining Scoping Study or Feasibility Study in relation to the Project;""\n  - Context:\n    - A few sentences before: ""6 Contingent deferred consideration from June 2019 when Chalice Mining acquired North West Nickel Pty Ltd, whereby, subject to the following milestones being achieved at the Ruins Project, Stavely will pay to the 2019 vendors of NWN:""\n    - A few sentences after: ""A$4.5 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of commencement of commercial production and cumulative gross sales exceeding A$300 million from the Project.""\n- Found \'payment\' on page 7, bottom: ""A$4.5 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of commencement of commercial production and cumulative gross sales exceeding A$300 million from the Project.""\n  - Context:\n    - A few sentences before: ""A$1.75 million in cash or Stavely scrip, at Stavely\'s election, within 60 days of Stavely releasing to the ASX a Mining Scoping Study or Feasibility Study in relation to the Project;""\n    - A few sentences after: ""Any future issuance of Stavely shares to the 2019 vendors of NWN remains subject to shareholder approval, as required, and will be priced according to the 20-day Volume Weighted Average Price (VWAP) at point of milestone completion.""'}"
Stuart Shelf Project,https://app.mininghub.com/article/71398,,,,"{'cash_payment': '$1 million', 'keyword_locations': '- Found \'cash\' on page 1, top-middle: ""$1m cash to be received prior to year end""\n  - Context before: ""Highlights: • Completion of sale of Joint Venture interest and adjacent tenements to Discover Co""\n  - Context after: ""• Investigator retain future royalties""\n- Found \'cash\' on page 1, middle: """"Investigator will receive $1 million cash prior to 31 December, supporting planned exploration on our silver and gold targets, and removing a significant expenditure commitment on Stuart Shelf tenements that are considered non-core to the Company\'s strategy.""\n  - Context before: ""Investigator\'s Managing Director, Andrew McIlwain commented on the sale: ""The previously announced sale of the JV interest and adjoining tenements has now been finalised with the South Australian Department for Energy and Mining having completed the transfer of ten-ements.""\n  - Context after: ""“Continued exposure to exploration success on these tenements through Discover Co\'s future programs is retained with a 1% royalty over the JV tenements and a 0.5% royalty over the “Lake McFarlane"" tenements"".""\n- Found \'payment\' on page 1, bottom-middle: ""With the transfer of the tenement interests and registration by the South Australian regulator to Pernatty finalised, Investigator will receive payment of $1m cash.""\n  - Context before: ""As announced to the ASX on 16 September, 2024, Investigator\'s subsidiary Gawler Resources Pty Ltd entered into a Sale Agreement with Pernatty Co Pty Ltd (a subsidiary of Discover Co Pty Ltd, the Joint Venture partners in the Stuart Shelf) to sell Investigator\'s 49% interest in the Joint Venture tenements (ELs 6402, 6640, 6641, 6642 and 6643) and its 100% owned Lake McFarlane tenements (ELs 6754, 6853, 6858, 6909 and 6981).""\n  - Context after: ""In addition, a Royalty Deed has been entered into in which Investigator will receive:""\n- Found \'payment\' on page 1, bottom: ""Where Pernatty announces a decision to mine on any of the tenements, Pernatty has a once-off option to acquire the NSRs at a price that is either agreed or determined by independent experts.""\n  - Context before: ""In addition, a Royalty Deed has been entered into in which Investigator will receive: • a 1% Net Smelter Royalty (NSR) for all mineral production from the Joint Venture tenements; • a 0.5% NSR for all mineral production from the Lake McFarlane tenements; and • the refund of approximately $16,000 for the pre-paid tenement rents.""\n  - Context after: ""If, at a future date,""'}"
Southern Cross Gold Consolidated Ltd.,https://app.mininghub.com/article/73795,SXGC:CA,5.15,255.18m,"{'cash_payment': '$1.0 million', 'keyword_locations': '- Found \'cash\' on page 1, top: ""Southern Cross tenements sold for $1.0m cash""\n  Context:\n  Southern Cross tenements sold for $1.0m cash\n  HIGHLIGHTS\n  Divestment of non-core exploration tenement package for $1.0m cash\n  Cash will be used to focus on the Carachi Lithium Project in Argentina\n- Found \'cash\' on page 1, top: ""Divestment of non-core exploration tenement package for $1.0m cash""\n  Context:\n  Southern Cross tenements sold for $1.0m cash\n  HIGHLIGHTS\n  Divestment of non-core exploration tenement package for $1.0m cash\n  Cash will be used to focus on the Carachi Lithium Project in Argentina\n- Found \'cash\' on page 1, top: ""Cash will be used to focus on the Carachi Lithium Project in Argentina""\n  Context:\n  HIGHLIGHTS\n  Divestment of non-core exploration tenement package for $1.0m cash\n  Cash will be used to focus on the Carachi Lithium Project in Argentina\n  XTC Lithium Limited (ASX: XTC) (XTC, or the Company) is pleased to announce that it has completed\n- Found \'Cash\' on page 1, middle: ""Cash of $1.0 million is payable by the Buyer to the Company in 3 instalments as consideration for the tenement package at Southern Cross, WA as follows:""\n  Context:\n  XTC Lithium Limited (ASX: XTC) (XTC, or the Company) is pleased to announce that it has completed\n  the sale of its non-core wholly owned exploration tenements at Southern Cross WA to an unrelated\n  private buyer, Geko Explore Pty Ltd, to further the company\'s strategy to focus on its Carachi Lithium\n  project in Argentina.\n  Cash of $1.0 million is payable by the Buyer to the Company in 3 instalments as consideration for the\n  tenement package at Southern Cross, WA as follows:\n  • $250,000 was paid upon signing of agreements\n- Found \'paid\' on page 1, middle: ""$250,000 was paid upon signing of agreements""\n  Context:\n  Cash of $1.0 million is payable by the Buyer to the Company in 3 instalments as consideration for the\n  tenement package at Southern Cross, WA as follows:\n  • $250,000 was paid upon signing of agreements\n  • $250,000 payable by 31 March 2025\n  • $500,000 payable by 30 June 2025\n- Found \'payable\' on page 1, middle: ""$250,000 payable by 31 March 2025""\n  Context:\n  • $250,000 was paid upon signing of agreements\n  • $250,000 payable by 31 March 2025\n  • $500,000 payable by 30 June 2025\n  The sale was subject to conditions standard for this type of transaction.\n- Found \'payable\' on page 1, middle: ""$500,000 payable by 30 June 2025""\n  Context:\n  • $250,000 payable by 31 March 2025\n  • $500,000 payable by 30 June 2025\n  The sale was subject to conditions standard for this type of transaction.\n  Separately, the Company\'s non-core 22.5% interest in the South Korean mineral tenements has also'}"
Sunday Iron Project,https://app.mininghub.com/article/98247,ASX:IVR,$0.022,1.58b,
Sylvania Project,https://app.mininghub.com/article/81254,ASX:CMM,$9.38,377.43m,"{'cash_payment': '$1,500,000', 'keyword_locations': '- Found \'payments\' on page 1, middle: ""In addition, the Company has agreed to make contingent deferred payments as follows:""\n  - Context before: ""Further consideration includes the grant of a 1% net smelter royalty on the sale of all precious minerals and a 1.5% net smelter royalty in respect to the sale of non-precious minerals extracted from the Sylvania Project area.""\n  - Context after: ""$750,000 upon the announcement by Capricorn of a JORC compliant Mineral Resource Estimate in excess of 200,000 ounces of gold on the Sylvania Project; and $750,000 upon the announcement by Capricorn of a board decision to commence a stand-alone commercial mining operation on the Sylvania Project tenements""'}"
Talga Project,https://app.mininghub.com/article/80842,ASX:GL1,$0.16,260.27m,"{'cash_payment': '$200,000', 'keyword_locations': '- Found \'cash\' on page 1, top-middle: ""Strategic, low-cost acquisition of the Talga Project from Octava Minerals (ASX: OCT) for $200,000 cash and $200,000 in Global Lithium Resources (ASX: GL1) ordinary shares based on the 5-day VWAP prior to completion.""'}"
Tambina Project,https://app.mininghub.com/article/81379,ASX:TMB,$0.023,82.94m,
Tangadee Project,https://app.mininghub.com/article/92774,ASX:AVW,$0.007,2.13b,
Meryllion Resources Corp,https://app.mininghub.com/article/41826,MYR:CNX,0.03,42.29m,
Taylors Arm Project,https://app.mininghub.com/article/71983,ASX:TMG,$0.066,923.87m,
Newmont Corporation Shares of Common Stock,https://app.mininghub.com/article/70938,NGT:CA,72.86,1.11b,
Thowagee Project,https://app.mininghub.com/article/79329,ASX:TAR,$0.008,706.03m,"{'cash_payment': '$15,000', 'keyword_locations': '- Found \'payment\' (via \'paying\') on page 2, middle: ""Taruga is pleased to have executed an Option Agreement with Western Silver Pty Ltd, providing the right to acquire 100% of E 08/3245 (Thowagee) by paying $15,000 for an exclusive 6-month option.""\n  - Context before: ""Overview\n    Taruga is pleased to have executed an Option Agreement with Western Silver Pty Ltd, providing the right to acquire 100% of E 08/3245 (Thowagee) by paying $15,000 for an exclusive 6-month option.""\n  - Context after: ""Within this 6-month period, Taruga intends to conduct exploration activities to understand the mineralisation and potential, with the right to exercise the option and acquire 100% of Thowagee by issuing Taruga shares to the value of $85,000 (based on the 14-day VWAP prior to Settlement).""\n- Found \'cash\' (implied by \'paying\') on page 2, middle: ""Taruga is pleased to have executed an Option Agreement with Western Silver Pty Ltd, providing the right to acquire 100% of E 08/3245 (Thowagee) by paying $15,000 for an exclusive 6-month option.""\n  - Context before: ""Overview\n    Taruga is pleased to have executed an Option Agreement with Western Silver Pty Ltd, providing the right to acquire 100% of E 08/3245 (Thowagee) by paying $15,000 for an exclusive 6-month option.""\n  - Context after: ""Within this 6-month period, Taruga intends to conduct exploration activities to understand the mineralisation and potential, with the right to exercise the option and acquire 100% of Thowagee by issuing Taruga shares to the value of $85,000 (based on the 14-day VWAP prior to Settlement).""'}"
Thunderstorm Project,https://app.mininghub.com/article/98798,ASX:RTR,$0.025,702.89m,
Tibooburra Project,https://app.mininghub.com/article/81915,TSX:NVO,$0.10,354.63m,"{'cash_payment': 'A$1.5 million', 'keyword_locations': '- Found \'cash\' on page 2, top: ""Novo Resources is currently quoted with a market cap of AUD$30m and cash reserves of AUD$16m confirming it is fully funded for the Tibooburra Farm in Agreement.""\n  - Context:\n    - Before: ""Novo Resources is a Leading Australian gold exploration company listed on both the ASX and TSX and focused on the delivery of deposits with +1 Moz development potential.""\n    - After: ""Novo Resources boasts a team of highly experienced and skilled exploration specialists, experienced in identifying and developing projects that have the best potential to add value for their stakeholders.""\n- Found \'payment\' (implied by \'expenditure\') on page 1, middle: ""Key Terms of the Farm In Agreement - minimum $1.5m expenditure over 2 years to earn a 70% interest in the precious and base metals on the advanced high grade gold Northern Tenements""\n  - Context:\n    - Before: ""Highlights"" (section heading)\n    - After: ""Novo Resources to spend a minimum of A$500,000 on exploration within an initial 12 month period and Issue 500,000 Novo Resources Shares to Manhattan (Initial Farm-In Period).""\n- Found \'payment\' (implied by \'spend\') on page 1, middle: ""Novo Resources to spend a minimum of A$500,000 on exploration within an initial 12 month period and Issue 500,000 Novo Resources Shares to Manhattan (Initial Farm-In Period).""\n  - Context:\n    - Before: ""Key Terms of the Farm In Agreement - minimum $1.5m expenditure over 2 years to earn a 70% interest in the precious and base metals on the advanced high grade gold Northern Tenements""\n    - After: ""After the Initial Farm-In Period, Novo Resources may elect to continue by spending a minimum of A$1,000,000 on exploration within the following 12 months and issue a further 1,000,000 Novo Resources shares to Manhattan (Second Farm-In Period).""\n- Found \'payment\' (implied by \'spend\') on page 1, middle: ""After the Initial Farm-In Period, Novo Resources may elect to continue by spending a minimum of A$1,000,000 on exploration within the following 12 months and issue a further 1,000,000 Novo Resources shares to Manhattan (Second Farm-In Period).""\n  - Context:\n    - Before: ""Novo Resources to spend a minimum of A$500,000 on exploration within an initial 12 month period and Issue 500,000 Novo Resources Shares to Manhattan (Initial Farm-In Period).""\n    - After: ""On Completion of the Second Farm-In Period, Novo Resources can elect to walk away with no ownership interest or establish an unincorporated joint venture, with the parties interests in the precious and base metals in the tenements as follows:""\n- Found \'payment\' (implied by \'spend\') on page 5, middle: ""During the Initial Farm-In Period, Beatons must spend a minimum of A$500,000 on exploration costs.""\n  - Context:\n    - Before: ""(a) Upon the Commencement Date, Novo Resources must reimburse Awati\'s costs by issuing 500,000 Novo common shares (Initial Shares) to Awati or its nominee.""\n    - After: ""Second Farm-In Period"" (section heading).\n- Found \'payment\' (implied by \'spend\') on page 5, middle: ""During the Second Farm-In Period, Beatons must spend a minimum of A$1,000,000 on exploration costs.""\n  - Context:\n    - Before: ""If Beatons exercises the right under paragraph (a)(i), Novo Resources must reimburse Awati\'s costs by issuing 1,000,000 Novo Resources\' common shares (Second Shares) to Awati or its nominee.""\n    - After: ""Shares"" (section heading).'}"
Tobermorey Project,https://app.mininghub.com/article/74818,ASX:GRV,$0.041,440.21m,"{'cash_payment': '$10,000', 'keyword_locations': '- Found \'payment\' (implied by \'upfront cost\' and \'payable\') on page 2, middle of page: ""Greenvale has incurred a small upfront cost of approximately $10,000 payable to Gempart as reimbursement of data acquisition costs to secure its 80% Interest in the tenements.""\n  - Context before: ""Greenvale has secured the rights to obtain an immediate 80% interest in the two tenements with the original project owners, Gempart (NT) Pty Ltd, being free-carried through to a Definitive Feasibility Study (DFS).""\n  - Context after: ""Management Comment Greenvale CEO, Mark Turner, said: “This represents another attractive addition to our growing Australian energy portfolio, complementing the recently acquired Douglas Project. Like Douglas, the Tobermorey Project has proven prospectivity for large-scale sandstone-hosted uranium deposits in an attractive geological setting and comes with multiple high-priority exploration targets.""'}"
Novo Resources Corp.,https://app.mininghub.com/article/81510,NVO:CA,0.10,354.63m,
Treuer Range Project,https://app.mininghub.com/article/65530,ASX:NPM,$0.014,113.62m,"{'cash_payment': '$500,000\n\n**Explanation of Cash Payment:**\nThe primary consideration for the acquisition of the Treuer Range Uranium-Vanadium Project is stated as $350,000 by way of the issue of 23,333,333 NPM shares (Page 1, Highlights; Page 5, Material Terms; Page 11, Commentary). This is a share-based consideration, not a cash payment.\n\nHowever, the deal terms for the Treuer Range project include a provision for NewPeak to acquire back 50% of the 2% net smelter royalty granted to the Vendor. This buy-back option has a specified cash payment: ""50% may be acquired back by NPM for $500,000 at any time"" (Page 5, Material Terms, Consideration section, point b.a.). This represents a potential cash payment directly related to the project, which would be an investment to reduce future royalty obligations. The other mention of $500,000 on page 1 refers to a ""Placement"" (capital raising), which is cash received by the company, not a payment made for the project.', 'keyword_locations': '- Found \'cash\' on page 1, bottom: ""The Company is confident that the recent Finland, Sweden and New Zealand projects sales, the successful $500,000 Placement and $529,811 Entitlement Issue capital raisings, and additional future assets sales provide both immediate cash, as well as the receipt of staged cash payments and tradeable shares over the near to medium term, to support both the Company\'s exploration plans for these critical mineral properties and its expansion plans.""\n- Found \'payment\' on page 1, bottom: ""The Company is confident that the recent Finland, Sweden and New Zealand projects sales, the successful $500,000 Placement and $529,811 Entitlement Issue capital raisings, and additional future assets sales provide both immediate cash, as well as the receipt of staged cash payments and tradeable shares over the near to medium term, to support both the Company\'s exploration plans for these critical mineral properties and its expansion plans.""'}"
Trident Project,https://app.mininghub.com/article/62609,ASX:SLB,$0.054,63.56m,
Triumph Project,https://app.mininghub.com/article/72431,ASX:DTM,$0.004,258.43m,"{'cash_payment': '$950,000', 'keyword_locations': '- Found \'cash\' on page 1, top: ""Sunshine has received final consideration of $950,000 cash and 83,333,333 fully paid ordinary shares in Dart Mining NL (ASX:DTM, “Dart"").""\n- Found \'cash\' on page 1, middle: ""Pursuant to the terms of the Sale and Purchase Agreement (ASX 27 Aug 2024), Sunshine has received final consideration of $950,000 in cash and 83,333,333 fully paid ordinary shares in Dart.""'}"
Tunkillia North Project,https://app.mininghub.com/article/82527,ASX:SRI,$0.013,228.16m,"{'cash_payment': '$200,000', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""Overall consideration for the assets of up to $2.2M in cash and shares""\n    - Context:\n        - ""Native title and land access agreements in place for all key tenements""\n        - ""Overall consideration for the assets of up to $2.2M in cash and shares""\n        - ""Following completion of the transaction, Stephen Biggins, the former MD of Core Lithium, will become Sipa\'s largest shareholder and will join the Sipa board""\n- Found \'cash\' on page 2, middle: ""This work is to be undertaken in 2025 and will be funded out of existing cash reserves.""\n    - Context:\n        - ""Sipa will continue to review and validate the data to enable the results to be reported in accordance with the JORC Code 2012.""\n        - ""This work is to be undertaken in 2025 and will be funded out of existing cash reserves.""\n        - ""The levels of gold reported, from past activities, are a key factor in guiding Sipa\'s exploration strategy.""\n- Found \'cash\' on page 6, top: ""Cash payment of $200,000 (including a $15,000 exclusivity fee); and,""\n    - Context:\n        - ""The purchase consideration of up to $2,200,000 comprises:""\n        - ""Upfront consideration:""\n        - ""Cash payment of $200,000 (including a $15,000 exclusivity fee); and,""\n        - ""Issuance of 53.6M Sipa shares (“Consideration Shares”), which equates to $750,000 based on the 5-day volume weighted average Sipa share price leading up to the execution of the Heads of Agreements and subject to shareholder approval;""\n- Found \'cash\' on page 6, middle: ""35.7M Sipa shares, which equates to $500,000 (subject to Sipa obtaining prior shareholder approval, failing which $500,000 is to be paid in cash) based on a 5-day volume weighted average Sipa share price leading up to the execution of the Heads of Agreements.""\n    - Context:\n        - ""Deferred consideration of:""\n        - ""35.7M Sipa shares, which equates to $500,000 (subject to Sipa obtaining prior shareholder approval, failing which $500,000 is to be paid in cash) based on a 5-day volume weighted average Sipa share price leading up to the execution of the Heads of Agreements.""\n        - ""The deferred consideration is payable twelve months after deal completion; and""\n- Found \'cash\' on page 8, middle: ""Cash payment on execution of binding agreement""\n    - Context:\n        - ""Cost of the capital raising"" | ""$100,000""\n        - ""Cash payment on execution of binding agreement"" | ""$200,000""\n        - ""Working capital"" | ""$200,000""\n- Found \'payment\' on page 1, middle: ""Firm commitments received for a placement to raise $1.75M (before costs) in two tranches and subject to shareholder approval""\n    - Context:\n        - ""Following completion of the transaction, Stephen Biggins, the former MD of Core Lithium, will become Sipa\'s largest shareholder and will join the Sipa board""\n        - ""Firm commitments received for a placement to raise $1.75M (before costs) in two tranches and subject to shareholder approval""\n        - ""Placement shares priced at $0.013 with a 1-for-2 free attaching 24-month option with an exercise price of $0.026 per share""\n- Found \'payment\' on page 6, top: ""Cash payment of $200,000 (including a $15,000 exclusivity fee); and,""\n    - Context:\n        - ""Upfront consideration:""\n        - ""Cash payment of $200,000 (including a $15,000 exclusivity fee); and,""\n        - ""Issuance of 53.6M Sipa shares (“Consideration Shares”), which equates to $750,000 based on the 5-day volume weighted average Sipa share price leading up to the execution of the Heads of Agreements and subject to shareholder approval;""\n- Found \'payment\' on page 6, middle: ""A milestone payment of:""\n    - Context:\n        - ""The deferred consideration is payable twelve months after deal completion; and""\n        - ""A milestone payment of:""\n        - ""$750,000 upon reporting of a JORC compliant inferred resource of 100,000 gold ounces from the tenements acquired.""\n- Found \'payment\' on page 6, middle: ""$750,000 upon reporting of a JORC compliant inferred resource of 100,000 gold ounces from the tenements acquired.""\n    - Context:\n        - ""A milestone payment of:""\n        - ""$750,000 upon reporting of a JORC compliant inferred resource of 100,000 gold ounces from the tenements acquired.""\n        - ""Conditions Precedent""\n- Found \'payment\' on page 8, middle: ""Cash payment on execution of binding agreement""\n    - Context:\n        - ""Cost of the capital raising"" | ""$100,000""\n        - ""Cash payment on execution of binding agreement"" | ""$200,000""\n        - ""Working capital"" | ""$200,000""'}"
Twin Hills Project,https://app.mininghub.com/article/75288,ASX:GBZ,$0.008,1.16b,"{'cash_payment': 'A$6,000,000', 'keyword_locations': '- Found \'cash\' on page 1, middle: ""GBM has made a further repayment of ~$400,000 to Collins St Convertible Note Fund (Collins St), in respect of its convertible note (First Note), following the sale of 4,037,872 common shares in Novo (TSX: NVO) that were received as part consideration of the sale of its remaining 50% interest in the Malmsbury Gold Project, in Victoria, Australia (Malmsbury) in 2023.""\n- Found \'payment\' on page 1, middle: ""GBM has made a further repayment of ~$400,000 to Collins St Convertible Note Fund (Collins St), in respect of its convertible note (First Note), following the sale of 4,037,872 common shares in Novo (TSX: NVO) that were received as part consideration of the sale of its remaining 50% interest in the Malmsbury Gold Project, in Victoria, Australia (Malmsbury) in 2023.""\n- Found \'payment\' on page 1, middle: ""Refer ASX:GBZ release 21 October 2024, “$12 Million Sale and Farm-in Agreement on Twin Hills Signed”""\n- Found \'payment\' on page 1, bottom: ""GBM is working with all parties to finalise this outstanding CP and complete the transaction which will see the convertible note repayment being supported and exploration activities recommence at the Twin Hills Gold Project (1 Moz Au JORC resource) in early 2025.""\n- Found \'payment\' on page 1, bottom: ""GBM Resources Limited (GBM) is pleased to confirm that it has made a further repayment of ~$400,000 on its convertible note facility with Collins Street.""\n- Found \'payment\' on page 1, bottom: ""Table 1: $10 million Convertible Note status post recent repayment""\n- Found \'cash\' on page 2, middle: ""GBM to receive a total A$6 million in cash consideration (A$1.75 million received, remaining $4.25 million on completion) and Wise Walkers to sole fund further exploration of A$6 million over an 18-month period to earn a 70% interest.""\n- Found \'payment\' on page 2, top: ""Note: The Prepaid Interest that was due and payable at note issue is for Year 2 and 3 interest.""\n- Found \'cash\' on page 4, bottom: ""Farm-in Period means the period commencing upon the date of the Cash Payment (defined below) and ending on the earlier of:""\n- Found \'payment\' on page 4, bottom: ""Farm-in Period means the period commencing upon the date of the Cash Payment (defined below) and ending on the earlier of:""\n- Found \'cash\' on page 4, bottom: ""In consideration for the Farm-in Interest, Wise Walkers agrees to: (a) pay GBM a total of $6,000,000 in cash comprising:""\n- Found \'cash\' on page 4, bottom: ""a $1,000,000 exclusivity fee which has been paid to GBM\'s nominated bank account, which is non-refundable except where the Conditions are not satisfied before the date that is 6 months from the date of the Farm-in Agreement (Condition Date) (Exclusivity Fee);""\n- Found \'cash\' on page 4, bottom: ""a $2,000,000 deposit which has been paid to GBM\'s solicitors\' trust account, $750,000 of which has been temporarily released to GBM (Deposit Fee);""\n- Found \'cash\' on page 4, bottom: ""$3,000,000 to be paid to GBM\'s nominated bank account within 5 Business Days of satisfaction of the Conditions (Cash Payment);""\n- Found \'payment\' on page 4, bottom: ""$3,000,000 to be paid to GBM\'s nominated bank account within 5 Business Days of satisfaction of the Conditions (Cash Payment);""\n- Found \'payment\' on page 5, middle: ""in the event Wise Walkers fails to meet any payment obligations pursuant to the Farm-in Agreement prior to the JV Establishment Date, and MCGM or GBM have given written notice to Wise Walkers which, within 5 business days of receipt of the notice, payment is not made, Wise Walkers will be deemed to have withdrawn from the farm-in and Farm-in Agreement.""'}"
Ularring Project,https://app.mininghub.com/article/71131,ASX:CR1,$0.13,59.28m,
Van Uden Project,https://app.mininghub.com/article/90173,ASX:TG6,$0.115,54.09m,"{'cash_payment': 'A$3.0M', 'keyword_locations': '- Found \'cash\' on page 3, middle: ""Near-Term Cash Flow Potential – Existing stockpiles and waste dumps to be assessed for near term production potential in a time of record gold prices""\n- Found \'cash\' on page 5, top-middle: ""Total Consideration $4M ($3M cash plus $1M TG6 FPO shares)""\n- Found \'cash\' on page 5, top-middle: ""Payment at Completion A$2.5M Cash""\n- Found \'cash\' on page 5, top-middle: ""Deferred Payment A$0.5M cash payable 12 months post completion""\n- Found \'cash\' on page 5, bottom-middle: ""Cash at Bank $5.3M""\n- Found \'cash\' on page 5, bottom-middle: ""Cash at Bank $2.8M ($500k deferred)""\n- Found \'cash\' on page 8, middle: ""Remnant surface stockpiles may offer early cash opportunity""\n- Found \'cash\' on page 9, middle: ""Remnant surface stockpiles may offer early cash opportunity""\n- Found \'cash\' on page 12, bottom-right: ""Production Pathway – Assess rapid development cash flow generation""\n- Found \'payment\' on page 5, top-middle: ""Payment at Completion A$2.5M Cash""\n- Found \'payment\' on page 5, top-middle: ""Deferred Payment A$0.5M cash payable 12 months post completion""'}"
Wandanya Project,https://app.mininghub.com/article/74646,ASX:M4M,$0.01,3.23b,"{'cash_payment': 'A$112,500', 'keyword_locations': '- Found \'payment\' on page 1, middle: ""As a result of the amended terms, the consideration payable for its 80% interest in the two Projects is:""\n  - Context before: ""Following a period of due diligence, both parties have agreed to remove the Midgengadge project (E45/5906) from the acquired tenement package. Under the amended terms, Macro will now only acquire an 80% interest in the Wandanya Project (E46/1456 and E46/1457) and the Disraeli Project (E46/1389) (Projects).""\n  - Context after: ""minimum aggregate expenditure of A$112,500 across the two Projects within 12 months of completion of the Acquisition; and at least 10 Reverse Circulation (RC) drill holes for a minimum of 100 metres drilled in total on each Project, the costs of which shall be included in calculation of the A$112,500 minimum aggregate expenditure.""'}"
